tick,mid,spread,bid,ask,bid_size,ask_size,qi,micro_edge,volume,position,next_mid,next_up,volume_delta,qi_centered,spread_ticks,micro_edge_ticks
3753,999.95,0.10000000000002274,999.9,1000.0,4000.0,4100.0,0.49382716049382713,-0.0006172839506461969,553800.0,4400.0,999.95,0,0.0,-0.006172839506172867,10.000000000002274,-0.06172839506461969
3754,999.95,0.10000000000002274,999.9,1000.0,4700.0,4300.0,0.5222222222222223,0.00222222222214441,553900.0,4400.0,999.95,0,100.0,0.022222222222222254,10.000000000002274,0.222222222214441
3755,999.95,0.10000000000002274,999.9,1000.0,5200.0,4400.0,0.5416666666666666,0.004166666666606034,554000.0,4400.0,999.95,0,100.0,0.04166666666666663,10.000000000002274,0.41666666666060337
3756,999.95,0.10000000000002274,999.9,1000.0,5300.0,4500.0,0.5408163265306123,0.004081632652969347,554200.0,4400.0,999.95,0,200.0,0.04081632653061229,10.000000000002274,0.4081632652969347
3757,999.95,0.10000000000002274,999.9,1000.0,4900.0,4300.0,0.532608695652174,0.0032608695652243114,554600.0,4400.0,999.95,0,400.0,0.03260869565217395,10.000000000002274,0.32608695652243114
3758,999.95,0.10000000000002274,999.9,1000.0,4200.0,4100.0,0.5060240963855421,0.0006024096385317534,554900.0,4400.0,999.95,0,300.0,0.0060240963855421326,10.000000000002274,0.060240963853175344
3759,999.95,0.10000000000002274,999.9,1000.0,4800.0,3900.0,0.5517241379310345,0.005172413793047781,555000.0,4400.0,999.95,0,100.0,0.051724137931034475,10.000000000002274,0.5172413793047781
3760,999.95,0.10000000000002274,999.9,1000.0,4700.0,4000.0,0.5402298850574713,0.004022988505653302,555200.0,4400.0,999.95,0,200.0,0.04022988505747127,10.000000000002274,0.4022988505653302
3761,999.95,0.10000000000002274,999.9,1000.0,4600.0,4100.0,0.5287356321839081,0.00287356321837251,555300.0,4400.0,999.95,0,100.0,0.028735632183908066,10.000000000002274,0.287356321837251
3762,999.95,0.10000000000002274,999.9,1000.0,4900.0,4000.0,0.550561797752809,0.005056179775237979,555400.0,4400.0,999.95,0,100.0,0.050561797752809,10.000000000002274,0.5056179775237979
3763,999.95,0.10000000000002274,999.9,1000.0,4700.0,3800.0,0.5529411764705883,0.0052941176470540086,555800.0,4400.0,999.95,0,400.0,0.05294117647058827,10.000000000002274,0.5294117647054009
3764,999.95,0.10000000000002274,999.9,1000.0,4800.0,3800.0,0.5581395348837209,0.005813953488313928,555900.0,4400.0,999.95,0,100.0,0.05813953488372092,10.000000000002274,0.5813953488313928
3765,999.95,0.10000000000002274,999.9,1000.0,5000.0,3700.0,0.5747126436781609,0.007471264367723052,556000.0,4400.0,999.95,0,100.0,0.07471264367816088,10.000000000002274,0.7471264367723052
3766,999.95,0.10000000000002274,999.9,1000.0,5000.0,3900.0,0.5617977528089888,0.006179775280884314,556100.0,4400.0,999.95,0,100.0,0.061797752808988804,10.000000000002274,0.6179775280884314
3767,999.95,0.10000000000002274,999.9,1000.0,4700.0,4100.0,0.5340909090909091,0.003409090909030965,556100.0,4400.0,999.95,0,0.0,0.03409090909090906,10.000000000002274,0.3409090909030965
3768,999.95,0.10000000000002274,999.9,1000.0,4600.0,4300.0,0.5168539325842697,0.0016853932584126596,556200.0,4400.0,999.95,0,100.0,0.016853932584269704,10.000000000002274,0.16853932584126596
3769,999.95,0.10000000000002274,999.9,1000.0,4400.0,4100.0,0.5176470588235295,0.0017647058823513362,556300.0,4400.0,999.95,0,100.0,0.01764705882352946,10.000000000002274,0.17647058823513362
3770,999.95,0.10000000000002274,999.9,1000.0,4500.0,3800.0,0.5421686746987951,0.004216867469835961,556600.0,4400.0,999.95,0,300.0,0.04216867469879515,10.000000000002274,0.4216867469835961
3771,999.95,0.10000000000002274,999.9,1000.0,4800.0,4000.0,0.5454545454545454,0.004545454545450411,556700.0,4400.0,999.95,0,100.0,0.045454545454545414,10.000000000002274,0.45454545454504114
3772,999.95,0.10000000000002274,999.9,1000.0,4800.0,4100.0,0.5393258426966292,0.0039325842695916435,556800.0,4400.0,999.95,0,100.0,0.0393258426966292,10.000000000002274,0.39325842695916435
3773,999.95,0.10000000000002274,999.9,1000.0,4300.0,4000.0,0.5180722891566265,0.0018072289155952603,556900.0,4400.0,999.95,0,100.0,0.01807228915662651,10.000000000002274,0.18072289155952603
3774,999.95,0.10000000000002274,999.9,1000.0,4900.0,4000.0,0.550561797752809,0.005056179775237979,556900.0,4400.0,999.95,0,0.0,0.050561797752809,10.000000000002274,0.5056179775237979
3775,999.95,0.10000000000002274,999.9,1000.0,4600.0,3500.0,0.5679012345679012,0.006790123456767105,557000.0,4400.0,999.95,0,100.0,0.0679012345679012,10.000000000002274,0.6790123456767105
3776,999.95,0.10000000000002274,999.9,1000.0,4800.0,3500.0,0.5783132530120482,0.007831325301140168,557200.0,4400.0,999.95,0,200.0,0.07831325301204817,10.000000000002274,0.7831325301140168
3777,999.95,0.10000000000002274,999.9,1000.0,5000.0,3300.0,0.6024096385542169,0.010240963855380869,557300.0,4400.0,999.95,0,100.0,0.10240963855421692,10.000000000002274,1.024096385538087
3778,999.95,0.10000000000002274,999.9,1000.0,5000.0,3200.0,0.6097560975609756,0.010975609756087579,557500.0,4400.0,999.95,0,200.0,0.1097560975609756,10.000000000002274,1.0975609756087579
3779,999.95,0.10000000000002274,999.9,1000.0,4900.0,3200.0,0.6049382716049383,0.010493827160416913,557800.0,4500.0,999.95,0,300.0,0.1049382716049383,10.000000000002274,1.0493827160416913
3780,999.95,0.10000000000002274,999.9,1000.0,5000.0,3300.0,0.6024096385542169,0.010240963855380869,558000.0,4500.0,999.95,0,200.0,0.10240963855421692,10.000000000002274,1.024096385538087
3781,999.95,0.10000000000002274,999.9,1000.0,5100.0,3000.0,0.6296296296296297,0.012962962962888014,558300.0,4500.0,999.95,0,300.0,0.12962962962962965,10.000000000002274,1.2962962962888014
3782,999.95,0.10000000000002274,999.9,1000.0,5100.0,2500.0,0.6710526315789473,0.017105263157873196,558600.0,4600.0,999.95,0,300.0,0.17105263157894735,10.000000000002274,1.7105263157873196
3783,999.95,0.10000000000002274,999.9,1000.0,5000.0,2800.0,0.6410256410256411,0.01410256410247257,558800.0,4600.0,999.95,0,200.0,0.14102564102564108,10.000000000002274,1.410256410247257
3784,999.95,0.10000000000002274,999.9,1000.0,4900.0,3000.0,0.620253164556962,0.012025316455606117,559100.0,4700.0,999.95,0,300.0,0.120253164556962,10.000000000002274,1.2025316455606117
3785,999.95,0.10000000000002274,999.9,1000.0,4800.0,3100.0,0.6075949367088608,0.010759493670889242,559200.0,4700.0,999.95,0,100.0,0.10759493670886078,10.000000000002274,1.0759493670889242
3786,999.95,0.10000000000002274,999.9,1000.0,4900.0,3300.0,0.5975609756097561,0.009756097560966737,559200.0,4700.0,999.95,0,0.0,0.09756097560975607,10.000000000002274,0.9756097560966737
3787,999.95,0.10000000000002274,999.9,1000.0,4800.0,3200.0,0.6,0.009999999999990905,559400.0,4700.0,999.95,0,200.0,0.09999999999999998,10.000000000002274,0.9999999999990905
3788,999.95,0.10000000000002274,999.9,1000.0,4800.0,3400.0,0.5853658536585366,0.008536585365845895,559400.0,4700.0,999.95,0,0.0,0.08536585365853655,10.000000000002274,0.8536585365845895
3789,999.95,0.10000000000002274,999.9,1000.0,5000.0,3500.0,0.5882352941176471,0.008823529411756681,559600.0,4700.0,999.95,0,200.0,0.08823529411764708,10.000000000002274,0.8823529411756681
3790,999.95,0.10000000000002274,999.9,1000.0,5100.0,3600.0,0.5862068965517241,0.00862068965511753,559600.0,4700.0,999.95,0,0.0,0.08620689655172409,10.000000000002274,0.862068965511753
3791,999.95,0.10000000000002274,999.9,1000.0,4700.0,3500.0,0.573170731707317,0.0073170731707250525,559900.0,4700.0,999.95,0,300.0,0.07317073170731703,10.000000000002274,0.7317073170725052
